time,value
604,0.8600535282197649
605,0.9581991579456369
606,1.0138420323492425
607,0.9776096133902425
608,0.8536578891064541
609,0.6984840760273087
610,0.490079224811821
611,0.26888149001887374
612,0.0475750076141639
613,-0.2171097213418319
614,-0.49076683895192874
615,-0.7036908894121376
616,-0.8416354323748212
617,-0.9742863850463457
618,-0.9784480467883568
619,-0.9302117875817324
620,-0.818229879613122
621,-0.6986172990986143
622,-0.49541433217349007
623,-0.24954414310789666
624,-0.01505769208401984
625,0.26812133513733943
626,0.5154554804672888
627,0.7242223971183342
628,0.9030002678354648
629,0.9740745855245554
630,0.9915325350878884
631,0.9519669252794944
632,0.8747840014149911
633,0.7161619071446718
634,0.525536147853217
635,0.25924410232341843
636,0.0018762563959794502
637,-0.25407982799882356
638,-0.4787231134889134
639,-0.7087977087037961
640,-0.8572324216903376
641,-1.019883998084317
642,-1.0089378875347543
643,-0.9798714563385469
644,-0.8623420652838272
645,-0.721852277047226
646,-0.4621829764179777
647,-0.27937472433374644
648,0.014608347220392164
649,0.22782115059867133
650,0.5156569317134412
651,0.7143779763005633
652,0.869375896856559
653,0.9503090301815772
654,1.0319966890000654
655,0.9529288455505589
656,0.8493749240431823
657,0.711699467030246
658,0.5112590272831185
659,0.25272883768785986
660,0.0025310651787502697
661,-0.2546889014099389
662,-0.4935507240760606
663,-0.6866639633430496
664,-0.875028923758307
665,-0.9699342068453749
666,-0.9714276005932058
667,-0.9711789078167059
668,-0.8817455095933305
669,-0.6963574364810838
670,-0.5283863590978519
671,-0.27633684808760384
672,0.005970884938818963
673,0.28493514292951105
674,0.521990722741829
675,0.7283970712363658
676,0.8419554633847092
677,0.9909911246143822
678,0.9770612035348064
679,0.982473682842231
680,0.8719077381468193
681,0.707396710970196
682,0.5075889692500652
683,0.24977094650791248
684,0.03996605865623736
685,-0.23750929510560226
686,-0.5012847448315655
687,-0.6891848369754189
688,-0.8410405031727602
689,-0.9710656861719973
690,-0.9845766046715531
691,-0.9947386397982187
692,-0.9013544139206214
693,-0.7066509323079878
694,-0.4880287574087786
695,-0.2680514182649264
696,-0.005764356591289906
697,0.2649714824911016
698,0.506909885952617
699,0.7201775305201201
700,0.8807936550730744
701,1.0001553572981823
702,1.009240234793928
703,0.9647874080894027
704,0.8588080292145894
705,0.6859991031460493
706,0.5025645348198376
707,0.26756882842698243
708,0.0030503998455093527
709,-0.3157016545180563
710,-0.48642991111365913
711,-0.7120285209777423
712,-0.8627452577339157
713,-0.9439713291716519
714,-1.0192890346290222
715,-0.9541899078085562
716,-0.8429123668110111
717,-0.690271744574966
718,-0.47375926588756373
719,-0.24170069262549165
720,-0.02895932296886269
721,0.22898915312510143
722,0.4650393275504763
723,0.6851505439232433
724,0.9077983210911357
725,0.9264241357743583
726,0.980450628136705
727,0.9760965787464039
728,0.8813386083798872
729,0.713786226980679
730,0.5287049642239896
731,0.2567624827674412
732,-0.002472182048376092
733,-0.25124833604459507
734,-0.505915630602398
735,-0.7301618785537443
736,-0.8485063782639224
737,-0.9844220095810655
738,-0.9873896904753273
739,-0.9471387913336107
740,-0.8887315184812065
741,-0.7092386964563525
742,-0.4780957157435886
743,-0.26384655701593407
744,-0.020797103364201524
745,0.2305848968420689
746,0.49611510451169216
747,0.689665189988615
748,0.8537341303934837
749,0.9519642176688704
750,0.9620189587334675
751,0.959691802500577
752,0.8777128398945965
753,0.7182889911066695
754,0.5158564084404322
755,0.28004800681506675
756,-0.007101782532429781
757,-0.2550961701622274
758,-0.49021478488348363
759,-0.67332086259943
760,-0.8711585630232442
761,-0.9266129938555722
762,-1.0013625278813094
763,-0.9667299953718936
764,-0.8782860551037049
765,-0.7058329446613906
766,-0.4855135296632748
767,-0.23704594383012284
768,-0.0209914862808442
769,0.24527375957641664
770,0.47608715996077644
771,0.7128262623398461
772,0.912830049752267
773,1.009534176487852
774,0.9983188276310331
775,0.9862308864906717
776,0.8523443174250015
777,0.6995972270627266
778,0.46987161456035753
779,0.23105147824625616
780,-0.03437598141110776
781,-0.2381349159354123
782,-0.5218992294775175
783,-0.6623915814626711
784,-0.8516919526502719
785,-0.993144575111955
786,-0.9832868224683464
787,-0.940918213385591
788,-0.8591408578299569
789,-0.717059390255972
790,-0.47418813977072005
791,-0.2628825909135598
792,-0.006413274301206533
793,0.26357037977739284
794,0.48789792233833207
795,0.6928236684607832
796,0.822741542708066
797,0.990784476578858
798,0.9876151268884557
799,0.9901528100523722
800,0.8535583184743698
801,0.7181417645823382
802,0.474833040491653
803,0.28061590650803675
804,-0.021541300475672927
805,-0.2671819061392829
806,-0.5216751916656311
807,-0.7095429127603601
808,-0.8503997718289081
809,-0.9520215891319069
810,-0.9889419653159567
811,-0.9786939716304418
812,-0.8489556478409308
813,-0.6843212639663068
814,-0.5119442134549831
815,-0.25420170942389586
816,0.012487436431737994
817,0.2835526989562516
818,0.49517753713108964
819,0.7150802963959922
820,0.8209540166598615
821,0.961227590373941
822,1.0178584149243408
823,0.9779022607645896
824,0.8408318526751719
825,0.6898925599992228
826,0.493927382995209
827,0.27906167934201986
828,0.0002059471835966337
829,-0.26041307403215624
830,-0.5177067553494222
831,-0.6997220478777919
832,-0.860084488203253
833,-0.9578034281487499
834,-1.0118387829941806
835,-0.9584235142852082
836,-0.8544013158847098
837,-0.7274044343871261
838,-0.5377278226830314
839,-0.2616627873780843
840,0.0014854228423796443
841,0.2494767253957859
842,0.5149961912749579
843,0.7084134393354994
844,0.8531401629332968
845,0.9657371166688683
846,0.9688405182819244
847,0.9540809589434934
848,0.8513649223917387
849,0.723258649614708
850,0.4736764069630415
851,0.2707844051819509
852,-0.017089032317871115
853,-0.21404391552531057
854,-0.45665812213601714
855,-0.7078758059069695
856,-0.8618238855320736
857,-0.9567420223191471
858,-0.9650303979831576
859,-0.9271295948619261
860,-0.8582037640025051
861,-0.7267191757735731
862,-0.5272120543147805
863,-0.2627488388785122
864,0.012157355264301214
865,0.23080866862667163
866,0.5392756986484987
867,0.7056893183034423
868,0.8743407468106931
869,0.9244638865297063
870,0.9838258201971024
871,0.9705647361015444
872,0.8699695879584228
873,0.6891624527232245
874,0.4836510023301038
875,0.23620351800125117
876,-0.008044733660732694
877,-0.24560239832804323
878,-0.4913670406309837
879,-0.7145368826759294
880,-0.8986056327819503
881,-0.9447510969762425
882,-1.0047715315947332
883,-0.953244415221132
884,-0.8379124192148911
885,-0.7069418129914697
886,-0.4912928062663467
887,-0.29349673781366675
888,-0.018894874648917873
889,0.2541760847116093
890,0.4800886529955951
891,0.7135808024647422
892,0.8657431403719988
893,0.9970191820667754
894,1.0275932728317516
895,0.9550901544829291
896,0.8639002583980973
897,0.7161631361952093
898,0.5138416895864212
899,0.2662115736657278
900,-0.02514882772349347
901,-0.22271838701868585
902,-0.48243901941422107
903,-0.7306263564725156
904,-0.8702156776805641
905,-0.9476038863899535
906,-0.997384912330517
907,-0.9631805072985649
908,-0.8920149022927326
909,-0.7292604140139107
910,-0.5243702137306671
911,-0.24609528727327012
912,-0.021515716091396016
913,0.25089549903490255
914,0.5181630060422711
915,0.6889538797598416
916,0.8989202378777907
917,0.953983386296115
918,0.9728083706345666
919,1.001895363689018
920,0.8606296274701593
921,0.7024917103874021
922,0.5068325891490991
923,0.26022835466165717
924,-0.007423309723893976
925,-0.2498925255309749
926,-0.4844195741708841
927,-0.6926437091471274
928,-0.8566754108272243
929,-0.9821579200154935
930,-0.9876547029773156
931,-0.986162366483567
932,-0.8423679840429772
933,-0.7254301330869819
934,-0.4847043908301337
935,-0.2524679142807095
936,0.03149294328135369
937,0.27173324578078045
938,0.5046408226444951
939,0.7103083845173218
940,0.8603825374564923
941,0.978259925194628
942,0.9968714731428565
943,0.9768168996860392
944,0.8559152416788813
945,0.7394637295677249
946,0.47292129064015676
947,0.26286860063632556
948,-0.0299217009708529
949,-0.25613484691307226
950,-0.5032025564024556
951,-0.6936203660462227
952,-0.8928990320758191
953,-0.9349990371527609
954,-1.0313878663130587
955,-0.9676466749358542
956,-0.8759218278123344
957,-0.6837198749538814
958,-0.5484226294381064
959,-0.26130420960193135
960,0.007211482966181211
961,0.28692918218662333
962,0.46512216604034273
963,0.709909700308534
964,0.8528368050707607
965,0.9716269057319366
966,1.0020168266258667
967,0.9760371616428606
968,0.8688016054648715
969,0.7056370993657579
970,0.5157562778481185
971,0.25961742868480553
972,0.0216056564417842
973,-0.27409408393283363
974,-0.48951344215184567
975,-0.7146468492863577
976,-0.8418310818496212
977,-1.0030544856962582
978,-0.9664716732247112
979,-0.997420762745546
980,-0.8448142786283219
981,-0.7008689976172986
982,-0.5019665213311655
983,-0.2575196813824868
984,0.007959692271838624
985,0.2895839207590347
986,0.5373134531538191
987,0.7223664777199919
988,0.8838575421609768
989,0.9660020965364529
990,0.9877001239415878
991,0.9764503536233833
992,0.8610786576089068
993,0.7229425416739432
994,0.5546695108123456
995,0.2412962034822634
996,-0.01790850857345463
997,-0.1973777025947888
998,-0.5225473928903925
999,-0.7032816024787164
1000,-0.8514006186106945
1001,-0.9605570480338074
1002,-1.0115812926778416
1003,-0.988939183038523
1004,-0.8378752700592265
1005,-0.6982840590594273
1006,-0.47849312032636304
1007,-0.2591380101371562
1008,-0.01196511893771744
1009,0.2505318488138229
1010,0.4962906602272987
1011,0.7532197099833353
1012,0.871061302093198
1013,0.9833045357975165
1014,0.998166313313063
1015,0.953930561554389
1016,0.8655951267115162
1017,0.6766760712146519
1018,0.49819316191326624
1019,0.22490649131281765
1020,-0.006247103785356573
1021,-0.2657738472595795
1022,-0.48437479330578176
1023,-0.6975335367124164
1024,-0.8718180454044412
1025,-0.9441427632703419
1026,-1.0309784584495416
1027,-0.9691810534379421
1028,-0.8724449230277432
1029,-0.6918686350989308
1030,-0.5025190287496558
1031,-0.2658683038391186
1032,0.012889065341041549
1033,0.2568096634971485
1034,0.5023863930789363
1035,0.690106824592886
1036,0.8497348003675996
1037,0.9647056123347272
1038,0.9852052057595049
1039,0.9671909677533557
1040,0.8848558230841245
1041,0.7190986734263262
1042,0.4656506302061244
1043,0.2445922636072531
1044,-0.0016528479539856496
1045,-0.2836838626910537
1046,-0.4973883257335556
1047,-0.6930058079946555
1048,-0.8937354311568284
1049,-0.9440685281223828
1050,-1.0280384875674162
1051,-0.9647725257070066
1052,-0.8874475773696088
1053,-0.711138080238825
1054,-0.49099465514167673
1055,-0.24577411089498583
1056,-0.013538171122544294
1057,0.2318241170651125
1058,0.5069159267817144
1059,0.6884087544602959
1060,0.8604510370423273
1061,0.9659408310753935
1062,1.0162372801564834
1063,0.9533815559680542
1064,0.8483177217801542
1065,0.7443820059305764
1066,0.5068296117550757
1067,0.2510191211254914
1068,-0.014747302649417112
1069,-0.24996816069999483
1070,-0.47719969654033856
1071,-0.7037762168374236
1072,-0.8966420622953782
1073,-0.9528030018193216
1074,-0.992899284547737
1075,-0.9761152507754876
1076,-0.850173193776418
1077,-0.7157792495530116
1078,-0.5113090857646938
1079,-0.24651164036261536
1080,-0.0025058670949181902
1081,0.26549386818132364
1082,0.4949639788223249
1083,0.7038836190875634
1084,0.8764107520372848
1085,0.9856508666256987
1086,0.9942947895248889
1087,0.9730395103557703
1088,0.8770931307660602
1089,0.677467514678678
1090,0.5143494752185754
1091,0.273869475712193
1092,-0.008334254366662342
1093,-0.24338010085906403
1094,-0.5067209678392167
1095,-0.6874973367972725
1096,-0.8631954381226437
1097,-0.979529165024996
1098,-1.03536789720206
1099,-0.9880729678977885
1100,-0.834240256442765
1101,-0.6852073979919383
1102,-0.49947044223265463
1103,-0.26707311135340295
1104,0.029937499066971476
1105,0.2742366332469445
1106,0.48327251665979887
1107,0.7246041612183718
1108,0.9075022850506548
1109,0.9443807479093113
1110,0.9913600250556414
1111,0.9734763841348857
1112,0.8663365051347409
1113,0.6980382139537016
1114,0.49339563988218704
1115,0.24601472516983794
1116,0.020118156675044418
1117,-0.2691908092375356
1118,-0.4878533725614267
1119,-0.7222147974930965
1120,-0.8894947870355796
1121,-0.9813496453556821
1122,-1.0112461571163724
1123,-0.9253211921622404
1124,-0.8577507179235421
1125,-0.6973609427483907
1126,-0.5163115742059482
1127,-0.261951750261824
1128,0.006988989853593263
1129,0.2408902787761501
1130,0.4981433928547881
1131,0.7083995891169445
1132,0.8705631265043788
1133,0.9468078325280707
1134,0.9459664603641301
1135,0.9715362710985044
1136,0.8653187753247921
1137,0.702956773625641
1138,0.5027507617871075
1139,0.28353580568014186
1140,-0.010368364489712812
1141,-0.23491213664911645
1142,-0.4783332820813221
1143,-0.6690983882352106
1144,-0.8570464564966918
1145,-0.9798192733817286
1146,-1.0051571574542688
1147,-0.9583198696055948
1148,-0.8478612864804096
1149,-0.7069539868925111
1150,-0.5334734493921429
1151,-0.2645602276395086
1152,0.027252748591630044
1153,0.2632849848698432
1154,0.48722677020869026
1155,0.7152908823468619
1156,0.8865627092291535
1157,0.9539598079406025
1158,0.9919479289506765
1159,0.9443344683349443
1160,0.8476423690878814
1161,0.7165719928355144
1162,0.5157953284903329
1163,0.26373357227369393
1164,-0.02289267027434403
1165,-0.27389842066879355
1166,-0.5330261957923872
1167,-0.6884278410242682
1168,-0.8625953517067041
1169,-0.9685273442002797
1170,-1.005026754795522
1171,-0.986547654127804
1172,-0.8993108961704216
1173,-0.7159864097042509
1174,-0.5262337466818786
1175,-0.2781857503978966
1176,-0.01325668491551894
1177,0.2481855920645632
1178,0.4990861431228813
1179,0.743113067661437
1180,0.8608555674709067
1181,0.9836639015171118
1182,0.9974666378947948
1183,1.0189897953242557
1184,0.8841279027729682
1185,0.7328190992896421
1186,0.49911607918501516
1187,0.2730718081811409
1188,-0.0015250500527180396
1189,-0.27102273516036024
1190,-0.44546908568299237
1191,-0.7032734375448734
1192,-0.8563700684367528
1193,-0.9734585217082393
1194,-0.9801587167535271
1195,-0.9715749979064254
1196,-0.882070587186134
1197,-0.6780624151577632
1198,-0.49822211870943833
1199,-0.24810836826845317
1200,-0.021353490526449276
1201,0.2759371307274908
1202,0.5258629095440173
1203,0.7082825949599887
1204,0.8789622162957361
1205,0.9682047506245447
